datetime,precip_mm,temp_C,shortwave_Wm2,longwave_Wm2,wind_mps,relhum_pct,pressure
2025-01-03 07:00:00,0.673,5.516,482.963,366.275,8.639,71.957,980.034
2025-01-03 08:00:00,1.034,5.516,433.013,333.427,7.431,81.702,981.665
2025-01-03 09:00:00,2.11,5.516,353.553,379.918,8.078,77.38,998.24
2025-01-03 10:00:00,0.587,5.516,250.0,352.275,4.489,78.104,985.875
2025-01-03 11:00:00,2.193,5.516,129.41,376.219,7.699,75.339,990.087
2025-01-03 12:00:00,0.554,5.516,0.0,394.849,9.535,70.029,1006.895
2025-01-03 13:00:00,2.902,5.516,0.0,305.849,5.829,88.43,980.198
2025-01-03 14:00:00,0.836,5.516,0.0,369.616,9.218,78.863,999.254
2025-01-03 15:00:00,0.444,5.516,0.0,344.106,6.881,79.757,1014.832
2025-01-03 16:00:00,0.584,5.516,0.0,356.398,9.23,82.456,1013.607
2025-01-03 17:00:00,2.245,5.516,0.0,376.805,8.197,72.751,1017.464
2025-01-03 18:00:00,0.639,5.516,0.0,404.429,8.855,94.239,993.905
2025-01-03 19:00:00,0.44,5.516,0.0,354.507,7.799,89.134,980.169
2025-01-03 20:00:00,3.135,5.516,0.0,392.755,5.429,81.476,1001.563
2025-01-03 21:00:00,1.771,5.516,0.0,321.205,5.843,72.314,990.401
2025-01-03 22:00:00,3.373,5.516,0.0,403.989,4.48,76.077,984.518
2025-01-03 23:00:00,0.759,5.516,0.0,304.82,8.197,89.972,1007.068
2025-01-04 00:00:00,1.429,5.688,0.0,359.007,4.018,74.817,1019.308
2025-01-04 01:00:00,0.821,5.688,129.41,344.497,6.001,91.936,1006.558
2025-01-04 02:00:00,0.708,5.688,250.0,390.139,4.628,90.806,994.303
2025-01-04 03:00:00,0.824,5.688,353.553,344.275,4.103,78.349,1013.17
2025-01-04 04:00:00,1.397,5.688,433.013,397.048,9.304,82.734,1000.831
2025-01-04 05:00:00,1.293,5.688,482.963,403.654,9.12,85.732,1019.479
2025-01-04 06:00:00,0.166,5.688,500.0,374.249,5.92,89.678,1009.217
2025-01-04 07:00:00,0.669,5.688,482.963,400.065,6.497,71.433,1001.008
2025-01-04 08:00:00,1.526,5.688,433.013,413.42,8.937,71.296,1016.406
2025-01-04 09:00:00,4.114,5.688,353.553,315.681,7.517,79.987,988.313
2025-01-04 10:00:00,2.033,5.688,250.0,398.293,6.65,87.515,988.95
2025-01-04 11:00:00,1.353,5.688,129.41,356.648,4.691,75.232,988.839
2025-01-04 12:00:00,1.794,5.688,0.0,383.867,7.023,77.022,993.983
2025-01-04 13:00:00,0.521,5.688,0.0,410.182,8.723,94.586,991.058
2025-01-04 14:00:00,0.923,5.688,0.0,314.739,5.149,94.291,1018.558
2025-01-04 15:00:00,1.693,5.688,0.0,392.183,4.506,71.855,1009.631
2025-01-04 16:00:00,2.474,5.688,0.0,352.544,8.357,74.007,1001.478
2025-01-04 17:00:00,3.197,5.688,0.0,368.609,6.684,93.203,993.136
2025-01-04 18:00:00,1.178,5.688,0.0,407.424,8.05,91.836,985.192
2025-01-04 19:00:00,1.508,5.688,0.0,323.792,5.755,88.655,1018.27
2025-01-04 20:00:00,1.38,5.688,0.0,340.313,9.188,87.684,1017.812
2025-01-04 21:00:00,1.186,5.688,0.0,354.462,4.609,74.072,980.183
2025-01-04 22:00:00,1.259,5.688,0.0,394.997,9.063,89.512,1000.537
2025-01-04 23:00:00,0.872,5.688,0.0,396.525,4.401,90.75,1003.809
2025-01-05 00:00:00,1.632,5.86,0.0,372.36,7.213,86.349,1010.6
2025-01-05 01:00:00,0.599,5.86,129.41,329.634,4.052,73.007,1019.901
2025-01-05 02:00:00,0.395,5.86,250.0,353.166,7.211,76.928,991.74
2025-01-05 03:00:00,1.556,5.86,353.553,352.812,8.588,84.813,992.292
2025-01-05 04:00:00,0.889,5.86,433.013,302.329,6.068,74.016,987.992
2025-01-05 05:00:00,1.661,5.86,482.963,337.911,8.764,80.234,998.826
2025-01-05 06:00:00,0.534,5.86,500.0,324.41,8.068,86.65,996.574
2025-01-05 07:00:00,0.43,5.86,482.963,326.499,6.898,76.737,1007.171
2025-01-05 08:00:00,0.936,5.86,433.013,323.75,6.159,77.879,1001.323
2025-01-05 09:00:00,0.292,5.86,353.553,347.155,5.913,85.551,1010.84
2025-01-05 10:00:00,0.202,5.86,250.0,350.295,9.36,70.486,1006.897
2025-01-05 11:00:00,1.072,5.86,129.41,335.327,4.637,73.216,980.634
2025-01-05 12:00:00,1.659,5.86,0.0,399.325,6.807,78.275,996.35
2025-01-05 13:00:00,1.105,5.86,0.0,300.141,7.897,77.243,994.12
2025-01-05 14:00:00,0.898,5.86,0.0,302.728,8.218,88.541,987.994
2025-01-05 15:00:00,0.987,5.86,0.0,333.142,6.954,81.536,1018.63
2025-01-05 16:00:00,1.288,5.86,0.0,402.501,6.028,83.384,997.356
2025-01-05 17:00:00,1.28,5.86,0.0,377.82,6.113,78.915,1007.052
2025-01-05 18:00:00,1.209,5.86,0.0,376.527,7.795,76.305,987.723
2025-01-05 19:00:00,2.724,5.86,0.0,390.757,8.21,89.743,1013.277
2025-01-05 20:00:00,0.406,5.86,0.0,348.046,4.278,72.38,1010.924
2025-01-05 21:00:00,0.162,5.86,0.0,327.558,8.198,71.745,985.698
2025-01-05 22:00:00,3.515,5.86,0.0,418.225,7.432,88.218,984.043
2025-01-05 23:00:00,0.494,5.86,0.0,325.532,5.201,87.217,1018.12
2025-01-06 00:00:00,2.455,6.031,0.0,411.546,8.867,71.615,988.628
2025-01-06 01:00:00,0.69,6.031,129.41,413.643,4.669,78.033,1008.492
2025-01-06 02:00:00,0.452,6.031,250.0,360.614,8.934,94.059,1007.438
2025-01-06 03:00:00,0.722,6.031,353.553,400.533,5.914,80.048,995.533
2025-01-06 04:00:00,1.848,6.031,433.013,359.262,9.283,92.211,1000.034
2025-01-06 05:00:00,1.967,6.031,482.963,382.696,5.797,76.801,985.386
2025-01-06 06:00:00,3.54,6.031,500.0,348.442,6.797,82.147,991.248
2025-01-06 07:00:00,0.107,6.031,482.963,322.114,5.185,90.44,1016.832
2025-01-06 08:00:00,2.246,6.031,433.013,322.973,5.042,88.398,1015.997
2025-01-06 09:00:00,1.134,6.031,353.553,303.643,9.436,83.372,1009.926
2025-01-06 10:00:00,1.004,6.031,250.0,316.938,9.204,70.353,1005.497
2025-01-06 11:00:00,2.114,6.031,129.41,368.724,7.934,70.397,1011.064
2025-01-06 12:00:00,0.461,6.031,0.0,391.308,7.546,81.507,981.813
2025-01-06 13:00:00,4.897,6.031,0.0,376.181,7.952,76.737,1010.113
2025-01-06 14:00:00,1.22,6.031,0.0,320.985,7.308,86.856,1019.877
2025-01-06 15:00:00,0.924,6.031,0.0,403.206,5.352,77.95,1010.149
2025-01-06 16:00:00,1.818,6.031,0.0,404.305,7.121,90.03,1015.672
2025-01-06 17:00:00,1.866,6.031,0.0,357.42,4.587,73.155,981.217
2025-01-06 18:00:00,1.59,6.031,0.0,324.841,7.901,84.7,982.664
2025-01-06 19:00:00,3.711,6.031,0.0,375.248,9.271,88.213,996.898
2025-01-06 20:00:00,0.523,6.031,0.0,417.104,7.571,86.262,1003.097
2025-01-06 21:00:00,0.174,6.031,0.0,337.705,6.717,83.37,987.037
2025-01-06 22:00:00,1.93,6.031,0.0,337.549,5.804,76.782,1017.208
2025-01-06 23:00:00,0.33,6.031,0.0,328.522,6.803,86.404,984.45
2025-01-07 00:00:00,6.287,6.202,0.0,419.713,6.464,89.297,1000.324
2025-01-07 01:00:00,4.564,6.202,129.41,337.119,7.304,87.811,992.283
2025-01-07 02:00:00,0.707,6.202,250.0,348.028,7.315,75.76,1017.655
2025-01-07 03:00:00,1.22,6.202,353.553,302.905,6.668,78.344,1015.997
2025-01-07 04:00:00,0.758,6.202,433.013,304.897,7.195,77.025,980.452
2025-01-07 05:00:00,0.379,6.202,482.963,342.317,9.898,91.791,989.666
2025-01-07 06:00:00,6.405,6.202,500.0,406.409,5.948,80.281,1011.749
2025-01-07 07:00:00,0.992,6.202,482.963,318.475,9.108,81.849,1005.886
2025-01-07 08:00:00,2.028,6.202,433.013,356.374,7.397,94.462,983.086
2025-01-07 09:00:00,0.239,6.202,353.553,301.728,9.257,90.783,987.615
2025-01-07 10:00:00,1.314,6.202,250.0,361.281,9.935,94.514,999.26
2025-01-07 11:00:00,0.407,6.202,129.41,383.174,7.07,81.061,1009.0
2025-01-07 12:00:00,0.711,6.202,0.0,389.152,9.4,90.928,1005.053
2025-01-07 13:00:00,1.088,6.202,0.0,323.21,5.629,71.027,983.678
2025-01-07 14:00:00,0.804,6.202,0.0,361.182,8.834,72.037,1015.435
2025-01-07 15:00:00,2.51,6.202,0.0,319.196,6.739,87.306,1019.253
2025-01-07 16:00:00,1.184,6.202,0.0,338.099,4.668,87.157,1004.011
2025-01-07 17:00:00,1.825,6.202,0.0,367.069,8.519,88.843,985.429
2025-01-07 18:00:00,1.638,6.202,0.0,322.673,4.38,79.568,998.67
2025-01-07 19:00:00,1.152,6.202,0.0,349.677,7.746,89.171,985.242
2025-01-07 20:00:00,2.831,6.202,0.0,402.624,4.723,92.861,1009.618
2025-01-07 21:00:00,2.512,6.202,0.0,300.508,5.524,78.77,992.655
2025-01-07 22:00:00,3.682,6.202,0.0,398.879,8.483,87.01,981.383
2025-01-07 23:00:00,3.9,6.202,0.0,349.832,8.181,73.423,1001.22
2025-01-08 00:00:00,0.658,6.373,0.0,309.34,9.181,71.714,996.124
2025-01-08 01:00:00,0.414,6.373,129.41,311.482,4.064,81.899,1010.726
2025-01-08 02:00:00,0.569,6.373,250.0,387.349,6.779,70.208,1000.215
2025-01-08 03:00:00,2.607,6.373,353.553,338.301,8.461,90.381,1017.881
2025-01-08 04:00:00,1.396,6.373,433.013,379.692,6.387,70.345,1004.147
2025-01-08 05:00:00,1.338,6.373,482.963,383.345,6.482,70.918,994.074
2025-01-08 06:00:00,0.443,6.373,500.0,359.441,5.228,89.166,1007.275
2025-01-08 07:00:00,1.668,6.373,482.963,307.927,4.937,74.71,1006.516
2025-01-08 08:00:00,1.042,6.373,433.013,303.385,7.092,90.92,996.537
2025-01-08 09:00:00,3.378,6.373,353.553,337.876,9.892,82.623,1016.237
2025-01-08 10:00:00,0.213,6.373,250.0,389.406,5.733,79.073,1002.659
2025-01-08 11:00:00,0.523,6.373,129.41,360.914,7.131,80.929,983.859
2025-01-08 12:00:00,1.486,6.373,0.0,388.089,8.91,70.643,1001.998
2025-01-08 13:00:00,2.314,6.373,0.0,354.574,9.094,72.812,995.867
2025-01-08 14:00:00,0.562,6.373,0.0,320.682,9.448,79.924,988.77
2025-01-08 15:00:00,1.447,6.373,0.0,342.865,6.129,76.442,1007.812
2025-01-08 16:00:00,2.19,6.373,0.0,383.495,7.179,88.603,999.917
2025-01-08 17:00:00,1.868,6.373,0.0,348.537,7.644,92.969,998.602
2025-01-08 18:00:00,1.578,6.373,0.0,339.118,8.173,74.822,1008.837
2025-01-08 19:00:00,0.151,6.373,0.0,354.91,7.346,88.518,993.413
2025-01-08 20:00:00,0.504,6.373,0.0,391.96,6.802,75.507,1019.177
2025-01-08 21:00:00,1.717,6.373,0.0,309.706,9.357,90.802,1010.264
2025-01-08 22:00:00,2.185,6.373,0.0,370.577,4.573,93.427,989.337
2025-01-08 23:00:00,1.194,6.373,0.0,356.433,9.299,93.122,1013.292
2025-01-09 00:00:00,1.611,6.543,0.0,319.209,9.96,83.516,993.213
2025-01-09 01:00:00,0.625,6.543,129.41,329.653,7.983,70.084,1015.958
2025-01-09 02:00:00,0.605,6.543,250.0,414.668,9.038,87.43,1019.225
2025-01-09 03:00:00,0.437,6.543,353.553,332.726,8.654,74.509,1012.513
2025-01-09 04:00:00,3.975,6.543,433.013,322.104,9.675,82.574,1000.701
2025-01-09 05:00:00,0.52,6.543,482.963,315.822,5.662,83.998,986.506
2025-01-09 06:00:00,2.529,6.543,500.0,368.101,9.726,83.416,994.049
2025-01-09 07:00:00,2.166,6.543,482.963,358.074,6.343,76.312,997.243
2025-01-09 08:00:00,0.144,6.543,433.013,319.486,6.251,87.32,986.95
2025-01-09 09:00:00,0.857,6.543,353.553,342.203,4.94,71.784,1015.281
2025-01-09 10:00:00,7.593,6.543,250.0,375.799,5.716,80.454,1016.657
2025-01-09 11:00:00,0.81,6.543,129.41,325.582,4.759,85.326,990.274
2025-01-09 12:00:00,0.983,6.543,0.0,302.775,9.518,90.895,986.91
2025-01-09 13:00:00,3.228,6.543,0.0,394.654,7.99,81.178,988.906
2025-01-09 14:00:00,0.486,6.543,0.0,416.28,9.193,78.369,993.748
2025-01-09 15:00:00,1.439,6.543,0.0,376.282,5.265,83.079,997.224
2025-01-09 16:00:00,1.553,6.543,0.0,312.024,7.532,75.986,1013.54
2025-01-09 17:00:00,1.763,6.543,0.0,330.567,6.631,91.026,982.21
2025-01-09 18:00:00,1.865,6.543,0.0,341.747,9.284,93.956,1004.51
2025-01-09 19:00:00,0.674,6.543,0.0,324.737,6.456,80.611,1012.547
2025-01-09 20:00:00,3.32,6.543,0.0,415.198,6.838,89.291,995.994
2025-01-09 21:00:00,2.464,6.543,0.0,399.025,5.828,82.678,1007.536
2025-01-09 22:00:00,0.587,6.543,0.0,372.547,8.012,74.606,1012.469
2025-01-09 23:00:00,0.363,6.543,0.0,360.879,4.525,79.326,985.288
2025-01-10 00:00:00,1.716,6.713,0.0,323.936,9.662,83.093,999.641
2025-01-10 01:00:00,0.718,6.713,129.41,358.002,5.241,73.444,999.733
2025-01-10 02:00:00,3.861,6.713,250.0,329.83,7.15,80.092,1018.946
2025-01-10 03:00:00,1.24,6.713,353.553,329.202,6.013,90.198,1005.792
2025-01-10 04:00:00,0.946,6.713,433.013,305.759,8.712,81.817,1010.49
2025-01-10 05:00:00,1.345,6.713,482.963,387.288,7.786,88.835,1004.085
2025-01-10 06:00:00,3.382,6.713,500.0,376.092,7.885,71.46,990.687
2025-01-10 07:00:00,0.727,6.713,482.963,312.481,8.948,86.84,984.148
2025-01-10 08:00:00,0.592,6.713,433.013,319.337,5.71,74.619,1016.437
2025-01-10 09:00:00,0.624,6.713,353.553,407.548,4.914,89.905,998.249
2025-01-10 10:00:00,0.09,6.713,250.0,389.513,5.519,91.527,985.871
2025-01-10 11:00:00,0.795,6.713,129.41,402.597,7.103,92.463,1009.005
2025-01-10 12:00:00,0.477,6.713,0.0,370.565,9.896,93.176,992.437
2025-01-10 13:00:00,0.963,6.713,0.0,322.09,5.501,88.002,986.662
2025-01-10 14:00:00,0.455,6.713,0.0,307.068,9.48,85.687,983.185
2025-01-10 15:00:00,0.761,6.713,0.0,414.619,5.584,70.283,995.953
2025-01-10 16:00:00,1.942,6.713,0.0,352.904,4.085,84.359,990.973
2025-01-10 17:00:00,1.133,6.713,0.0,342.291,6.447,93.114,1009.253
2025-01-10 18:00:00,1.263,6.713,0.0,407.366,8.422,72.761,980.666
2025-01-10 19:00:00,1.83,6.713,0.0,313.349,7.998,82.458,1019.646
2025-01-10 20:00:00,3.146,6.713,0.0,307.655,8.721,86.565,999.727
2025-01-10 21:00:00,0.039,6.713,0.0,354.268,5.373,70.201,1014.226
2025-01-10 22:00:00,0.647,6.713,0.0,414.005,9.34,81.869,1018.844
2025-01-10 23:00:00,1.793,6.713,0.0,398.382,7.912,73.25,1015.34
2025-01-11 00:00:00,2.162,6.882,0.0,378.811,9.508,73.744,1002.598
2025-01-11 01:00:00,2.243,6.882,129.41,318.23,7.746,92.732,982.974
2025-01-11 02:00:00,0.813,6.882,250.0,354.581,6.323,94.434,1016.969
2025-01-11 03:00:00,0.416,6.882,353.553,317.253,9.125,79.174,999.989
2025-01-11 04:00:00,1.73,6.882,433.013,336.585,6.357,75.319,984.659
2025-01-11 05:00:00,0.207,6.882,482.963,378.634,7.315,73.05,1012.325
2025-01-11 06:00:00,1.674,6.882,500.0,374.377,5.091,93.715,1003.128
2025-01-11 07:00:00,0.33,6.882,482.963,340.321,7.627,85.15,995.504
2025-01-11 08:00:00,0.182,6.882,433.013,340.916,6.45,76.924,983.799
2025-01-11 09:00:00,0.19,6.882,353.553,348.844,8.86,82.611,996.493
2025-01-11 10:00:00,0.531,6.882,250.0,358.18,9.492,74.328,981.902
2025-01-11 11:00:00,0.481,6.882,129.41,303.353,6.643,92.948,1005.741
2025-01-11 12:00:00,0.981,6.882,0.0,349.739,4.222,83.22,1012.053
2025-01-11 13:00:00,0.421,6.882,0.0,342.81,6.731,89.49,996.619
2025-01-11 14:00:00,0.233,6.882,0.0,350.253,8.751,84.643,1014.773
2025-01-11 15:00:00,3.262,6.882,0.0,405.974,9.289,77.816,1016.777
2025-01-11 16:00:00,0.736,6.882,0.0,390.475,9.241,77.703,986.094
2025-01-11 17:00:00,0.978,6.882,0.0,330.879,5.161,73.626,1006.455
2025-01-11 18:00:00,1.414,6.882,0.0,322.928,9.259,72.563,999.393
2025-01-11 19:00:00,2.122,6.882,0.0,402.094,4.995,77.551,983.843
2025-01-11 20:00:00,1.694,6.882,0.0,330.044,9.86,71.476,1010.229
2025-01-11 21:00:00,1.328,6.882,0.0,414.393,5.201,89.43,980.15
2025-01-11 22:00:00,2.637,6.882,0.0,351.509,4.205,89.481,991.944
2025-01-11 23:00:00,3.414,6.882,0.0,375.829,7.2,74.36,1002.142
2025-01-12 00:00:00,0.739,7.051,0.0,411.1,8.933,74.432,999.346
2025-01-12 01:00:00,1.501,7.051,129.41,347.09,4.834,71.395,998.363
2025-01-12 02:00:00,1.147,7.051,250.0,366.224,7.492,89.993,988.03
2025-01-12 03:00:00,0.757,7.051,353.553,355.82,5.538,80.394,1003.982
2025-01-12 04:00:00,3.347,7.051,433.013,334.841,9.483,74.628,999.035
2025-01-12 05:00:00,0.192,7.051,482.963,312.122,9.108,83.225,982.202
2025-01-12 06:00:00,2.784,7.051,500.0,355.847,6.181,77.715,1004.641
2025-01-12 07:00:00,0.639,7.051,482.963,369.0,6.144,76.394,993.677
2025-01-12 08:00:00,1.857,7.051,433.013,373.427,4.427,75.687,1014.511
2025-01-12 09:00:00,1.599,7.051,353.553,375.398,9.99,86.483,1019.401
2025-01-12 10:00:00,2.286,7.051,250.0,406.765,8.912,86.951,1003.019
2025-01-12 11:00:00,0.3,7.051,129.41,342.394,7.465,94.65,1001.909
2025-01-12 12:00:00,1.119,7.051,0.0,305.857,9.112,91.573,1010.882
2025-01-12 13:00:00,0.844,7.051,0.0,335.767,5.445,75.104,1007.068
2025-01-12 14:00:00,0.792,7.051,0.0,401.647,8.37,77.18,996.374
2025-01-12 15:00:00,1.168,7.051,0.0,365.83,5.483,72.93,985.642
2025-01-12 16:00:00,1.733,7.051,0.0,419.296,6.307,83.366,1004.683
2025-01-12 17:00:00,1.795,7.051,0.0,340.923,9.885,76.682,990.812
2025-01-12 18:00:00,1.302,7.051,0.0,308.109,6.1,82.45,997.346
2025-01-12 19:00:00,0.667,7.051,0.0,381.965,7.401,84.046,980.142
2025-01-12 20:00:00,0.425,7.051,0.0,328.254,7.165,70.042,1013.05
2025-01-12 21:00:00,0.335,7.051,0.0,368.128,7.79,77.023,1009.315
2025-01-12 22:00:00,5.452,7.051,0.0,379.38,8.781,81.401,1006.81
2025-01-12 23:00:00,1.72,7.051,0.0,306.501,9.772,70.806,987.092
2025-01-13 00:00:00,2.93,7.219,0.0,342.057,6.105,71.296,1003.553
2025-01-13 01:00:00,0.597,7.219,129.41,321.766,9.075,93.376,997.554
2025-01-13 02:00:00,0.807,7.219,250.0,308.215,9.044,76.237,1001.292
2025-01-13 03:00:00,0.663,7.219,353.553,419.249,5.995,70.0,1011.366
2025-01-13 04:00:00,0.383,7.219,433.013,315.62,9.229,84.613,1007.036
2025-01-13 05:00:00,3.126,7.219,482.963,310.336,6.272,87.596,986.258
2025-01-13 06:00:00,0.084,7.219,500.0,359.863,5.452,75.923,1008.415
2025-01-13 07:00:00,1.581,7.219,482.963,412.736,8.135,94.746,1015.176
2025-01-13 08:00:00,2.209,7.219,433.013,316.775,7.166,87.325,997.625
2025-01-13 09:00:00,1.681,7.219,353.553,380.962,4.334,74.685,1009.535
2025-01-13 10:00:00,1.973,7.219,250.0,374.958,4.154,73.344,993.583
2025-01-13 11:00:00,2.924,7.219,129.41,337.64,6.085,74.899,989.544
2025-01-13 12:00:00,0.448,7.219,0.0,388.364,6.949,79.679,995.925
2025-01-13 13:00:00,1.958,7.219,0.0,382.711,8.392,73.442,999.254
2025-01-13 14:00:00,2.633,7.219,0.0,409.36,5.921,90.271,1014.697
2025-01-13 15:00:00,2.258,7.219,0.0,300.138,4.17,75.001,1005.853
2025-01-13 16:00:00,0.438,7.219,0.0,396.302,4.269,79.02,1001.271
2025-01-13 17:00:00,0.386,7.219,0.0,340.234,7.024,78.117,981.468
2025-01-13 18:00:00,0.224,7.219,0.0,419.607,9.413,94.1,986.918
2025-01-13 19:00:00,0.372,7.219,0.0,321.866,7.184,89.267,982.793
2025-01-13 20:00:00,1.024,7.219,0.0,353.931,9.809,81.642,996.847
2025-01-13 21:00:00,1.715,7.219,0.0,385.905,5.172,85.864,1010.194
2025-01-13 22:00:00,1.975,7.219,0.0,391.733,7.036,87.744,1014.99
2025-01-13 23:00:00,0.287,7.219,0.0,336.307,5.845,88.391,989.257
2025-01-14 00:00:00,0.288,7.387,0.0,392.997,5.621,84.093,994.539
2025-01-14 01:00:00,0.86,7.387,129.41,407.724,8.531,85.664,1007.786
2025-01-14 02:00:00,1.72,7.387,250.0,410.983,6.211,70.339,1017.363
2025-01-14 03:00:00,0.912,7.387,353.553,300.386,5.214,70.791,991.633
2025-01-14 04:00:00,1.369,7.387,433.013,406.84,4.004,83.056,993.527
2025-01-14 05:00:00,1.766,7.387,482.963,309.777,8.849,94.83,986.709
2025-01-14 06:00:00,0.454,7.387,500.0,332.416,6.755,75.933,984.367
2025-01-14 07:00:00,2.163,7.387,482.963,308.155,7.052,74.147,988.042
2025-01-14 08:00:00,1.62,7.387,433.013,390.015,8.538,72.704,996.537
2025-01-14 09:00:00,1.031,7.387,353.553,356.441,5.171,75.941,1011.118
2025-01-14 10:00:00,1.93,7.387,250.0,338.656,4.968,86.661,1014.645
2025-01-14 11:00:00,2.768,7.387,129.41,404.702,5.494,75.269,994.444
2025-01-14 12:00:00,3.294,7.387,0.0,310.469,5.15,88.91,981.93
2025-01-14 13:00:00,1.676,7.387,0.0,364.484,5.033,73.867,1014.746
2025-01-14 14:00:00,1.96,7.387,0.0,377.628,9.746,70.977,1014.076
2025-01-14 15:00:00,3.135,7.387,0.0,328.748,9.76,84.998,1008.87
2025-01-14 16:00:00,0.931,7.387,0.0,408.642,7.867,93.398,1007.532
2025-01-14 17:00:00,2.516,7.387,0.0,372.047,6.5,74.701,1009.718
2025-01-14 18:00:00,2.835,7.387,0.0,394.214,6.378,78.157,1019.472
2025-01-14 19:00:00,0.752,7.387,0.0,404.852,8.706,74.767,999.651
2025-01-14 20:00:00,1.469,7.387,0.0,372.101,5.663,70.069,1014.631
2025-01-14 21:00:00,0.541,7.387,0.0,346.228,5.642,84.007,1005.17
2025-01-14 22:00:00,0.365,7.387,0.0,332.261,5.257,80.504,990.489
