Time,Humidity,Air temperature,Cloud coverage,Solar radiation
2024-04-26 14:00:00,37,10,0,206.4016
2024-04-26 15:00:00,46,9.0999999,0,109.0213
2024-04-26 16:00:00,44,9.6500001,0,321.96521
2024-04-26 17:00:00,44,9.75,0,387.83139
2024-04-26 18:00:00,51,8.8499999,0,266.29019
2024-04-26 19:00:00,54,7.45,0,95.919312
2024-04-26 20:00:00,60,6.2,0,27.67252
2024-04-26 21:00:00,64,4.7,0,0
2024-04-26 22:00:00,69,3.8499999,0,0
2024-04-26 23:00:00,70,3.5,0,0
2024-04-27 00:00:00,75,2.9000001,0,0
2024-04-27 01:00:00,75,2.75,0,0
2024-04-27 02:00:00,74,2.8,0,0
2024-04-27 03:00:00,74,2.55,0,0
2024-04-27 04:00:00,78,2.15,0,0
2024-04-27 05:00:00,73,2.2,0,0
2024-04-27 06:00:00,65,3.2,0,39.82523
2024-04-27 07:00:00,48,4.9499999,0,150.78841
2024-04-27 08:00:00,46,7.05,0,279.95361
2024-04-27 09:00:00,44,8.8999999,0,423.44159
2024-04-27 10:00:00,42,10.4,0,549.9079
2024-04-27 11:00:00,44,11.05,0,642.37531
2024-04-27 12:00:00,39,11.4,0,700.94739
2024-04-27 13:00:00,44,12.3,0,696.86902
2024-04-27 14:00:00,48,11.55,0,617.15918
2024-04-27 15:00:00,46,11.3,0,590.10138
2024-04-27 16:00:00,49,11.1,0,533.37341
2024-04-27 17:00:00,56,10,0,256.08981
2024-04-27 18:00:00,60,8.4499998,0,224.5305
2024-04-27 19:00:00,66,7.5,0,66.361137
2024-04-27 20:00:00,71,6.5,0,12.86326
2024-04-27 21:00:00,75,5.4000001,0,0
2024-04-27 22:00:00,77,4.3500001,0,0
2024-04-27 23:00:00,81,3.5500001,0,0
2024-04-28 00:00:00,77,3.55,0,0
2024-04-28 01:00:00,82,3.3,0,0
2024-04-28 02:00:00,85,2.35,0,0
2024-04-28 03:00:00,62,3.0999999,0,0
2024-04-28 04:00:00,58,4.1000001,0,0
2024-04-28 05:00:00,57,3.8,0,0
2024-04-28 06:00:00,49,4.95,0,32.614288
2024-04-28 07:00:00,42,6.75,0,181.24001
2024-04-28 08:00:00,41,8.1999998,0,305.46591
2024-04-28 09:00:00,35,9.6500001,0,440.3176
2024-04-28 10:00:00,32,11.3,0,560.6214
2024-04-28 11:00:00,30,12,0,655.54492
2024-04-28 12:00:00,30,12.5,0,720.7381
2024-04-28 13:00:00,28,12.8,0,709.70459
2024-04-28 14:00:00,29,13.25,0,690.36261
2024-04-28 15:00:00,32,13.45,0,575.86603
2024-04-28 16:00:00,35,13.25,0,374.14221
2024-04-28 17:00:00,33,13.2,0,408.14969
2024-04-28 18:00:00,37,13.1,0,267.38611
2024-04-28 19:00:00,40,12.9,0,113.8436
2024-04-28 20:00:00,55,11.9,0,11.44392
2024-04-28 21:00:00,57,10.75,0,0
2024-04-28 22:00:00,54,10.8,0,0
2024-04-28 23:00:00,50,11.25,0,0
2024-04-29 00:00:00,52,11.3,0,0
2024-04-29 01:00:00,51,11.7,0,0
2024-04-29 02:00:00,51,11.65,0,0
2024-04-29 03:00:00,58,10.85,0,0
2024-04-29 04:00:00,54,10.05,0,0
2024-04-29 05:00:00,50,11.55,0,0
2024-04-29 06:00:00,53,12.05,0,0
2024-04-29 07:00:00,54,11.95,0,9.7538118
2024-04-29 08:00:00,45,13.35,0,181.75301
2024-04-29 09:00:00,42,15.650001,0,394.97021
2024-04-29 10:00:00,58,13.85,0,148.2215
2024-04-29 11:00:00,47,11.2,0,95.901489
2024-04-29 12:00:00,42,12.35,0,254.4305
2024-04-29 13:00:00,45,12.2,0,247.9572
2024-04-29 14:00:00,39,11.7,0,287.4325
2024-04-29 15:00:00,38,12.15,0,284.285
2024-04-29 16:00:00,38,12.95,0,393.2381
2024-04-29 17:00:00,45,12.25,0,143.5629
2024-04-29 18:00:00,47,11.7,0,114.179
2024-04-29 19:00:00,45,11.4,0,72.476044
2024-04-29 20:00:00,44,11.05,0,26.886669
2024-04-29 21:00:00,44,11.05,0,0
2024-04-29 22:00:00,47,10.75,0,0
2024-04-29 23:00:00,44,10.95,0,0
2024-04-30 00:00:00,47,11.05,0,0
2024-04-30 01:00:00,51,11.05,0,0
2024-04-30 02:00:00,49,10.65,0,0
2024-04-30 03:00:00,50,10.15,0,0
2024-04-30 04:00:00,53,10.5,0,0
2024-04-30 05:00:00,55,9.5999999,0,0
2024-04-30 06:00:00,48,9.75,0,0.71577299
2024-04-30 07:00:00,45,10.65,0,33.844879
2024-04-30 08:00:00,41,11.55,0,118.9572
2024-04-30 09:00:00,39,12.35,0,125.4498
2024-04-30 10:00:00,37,13.05,0,169.7887
2024-04-30 11:00:00,36,13.95,0,245.8327
2024-04-30 12:00:00,36,14.45,0,248.625
2024-04-30 13:00:00,35,15.05,0,314.13309
2024-04-30 14:00:00,29,16.55,0,441.9339
2024-04-30 15:00:00,27,17.65,0,521.2063
2024-04-30 16:00:00,29,17.8,0,334.18271
2024-04-30 17:00:00,32,18.25,0,411.828
2024-04-30 18:00:00,44,17,0,343.59811
2024-04-30 19:00:00,61,14.25,0,98.79863
2024-04-30 20:00:00,64,12.25,0,12.51213
2024-04-30 21:00:00,64,11.1,0,0
2024-04-30 22:00:00,65,10.2,0,0
2024-04-30 23:00:00,66,10.7,0,0
2024-05-01 00:00:00,69,9.8000002,0,0
2024-05-01 01:00:00,55,10.1,0,0
2024-05-01 02:00:00,55,10.4,0,0
2024-05-01 03:00:00,54,11.75,0,0
2024-05-01 04:00:00,56,11.6,0,0
2024-05-01 05:00:00,54,12,0,0
2024-05-01 06:00:00,63,11.5,0,31.92794
2024-05-01 07:00:00,63,11.2,0,72.567207
2024-05-01 08:00:00,63,12.05,0,157.5164
2024-05-01 09:00:00,47,14.3,0,277.8746
2024-05-01 10:00:00,42,17.25,0,518.27448
2024-05-01 11:00:00,43,18,0,428.36069
2024-05-01 12:00:00,40,17.95,0,321.5542
2024-05-01 13:00:00,46,16.8,0,100.0192
2024-05-01 14:00:00,89,13.95,0,58.767681
2024-05-01 15:00:00,87,12.4,0,99.968674
2024-05-01 16:00:00,64,14.1,0,296.29779
2024-05-01 17:00:00,55,15.95,0,283.13901
2024-05-01 18:00:00,56,16.450001,0,141.6696
2024-05-01 19:00:00,57,15.7,0,72.162781
2024-05-01 20:00:00,66,14.2,0,19.73564
2024-05-01 21:00:00,67,12.7,0,0
2024-05-01 22:00:00,72,11.55,0,0
2024-05-01 23:00:00,73,10.8,0,0
2024-05-02 00:00:00,73,10.45,0,0
2024-05-02 01:00:00,72,10.05,0,0
2024-05-02 02:00:00,66,10.75,0,0
2024-05-02 03:00:00,66,11.95,0,0
2024-05-02 04:00:00,70,10.85,0,0
2024-05-02 05:00:00,73,10.1,0,0
2024-05-02 06:00:00,73,10.05,0,26.86945
2024-05-02 07:00:00,58,11.7,0,103.1357
2024-05-02 08:00:00,53,14.1,0,271.31339
2024-05-02 09:00:00,46,16.35,0,401.15302
2024-05-02 10:00:00,44,18.05,0,511.58539
2024-05-02 11:00:00,45,18.55,0,603.93848
2024-05-02 12:00:00,42,19,0,665.453
2024-05-02 13:00:00,41,19.25,0,607.04303
2024-05-02 14:00:00,44,19.7,0,543.94092
2024-05-02 15:00:00,46,19.8,0,523.81628
2024-05-02 16:00:00,44,18.35,0,507.31351
2024-05-02 17:00:00,48,17.65,0,371.3775
2024-05-02 18:00:00,52,16.6,0,277.5553
2024-05-02 19:00:00,60,15.25,0,83.496803
2024-05-02 20:00:00,63,14.3,0,21.588181
2024-05-02 21:00:00,65,13.15,0,0
2024-05-02 22:00:00,69,12.25,0,0
2024-05-02 23:00:00,73,11.3,0,0
2024-05-03 00:00:00,76,10.55,0,0
2024-05-03 01:00:00,83,9.25,0,0
2024-05-03 02:00:00,86,8.8499999,0,0
2024-05-03 03:00:00,85,8.5,0,0
2024-05-03 04:00:00,84,7.9500003,0,0
2024-05-03 05:00:00,88,7.8500001,0,0
2024-05-03 06:00:00,89,7.6499999,0,39.81459
2024-05-03 07:00:00,76,9.6499996,0,169.87621
2024-05-03 08:00:00,70,11.55,0,289.46759
2024-05-03 09:00:00,63,13.1,0,416.7619
2024-05-03 10:00:00,56,15.2,0,530.51129
2024-05-03 11:00:00,52,17.05,0,622.69171
2024-05-03 12:00:00,48,18.55,0,685.47388
2024-05-03 13:00:00,47,19.45,0,700.271
2024-05-03 14:00:00,46,19.75,0,672.84637
2024-05-03 15:00:00,45,19.65,0,612.35138
2024-05-03 16:00:00,55,17.75,0,517.73499
2024-05-03 17:00:00,54,16.95,0,401.35431
2024-05-03 18:00:00,55,17.45,0,284.6344
2024-05-03 19:00:00,60,16.5,0,85.431374
2024-05-03 20:00:00,59,15.9,0,20.320789
2024-05-03 21:00:00,67,14.7,0,0
2024-05-03 22:00:00,72,12.9,0,0
2024-05-03 23:00:00,82,11.5,0,0
2024-05-04 00:00:00,87,9.8000002,0,0
2024-05-04 01:00:00,88,8.8499999,0,0
2024-05-04 02:00:00,92,8.1499999,0,0
2024-05-04 03:00:00,93,7.55,0,0
2024-05-04 04:00:00,91,7.1500001,0,0
2024-05-04 05:00:00,87,7.5,0,0
2024-05-04 06:00:00,70,9.0500002,0,39.855831
2024-05-04 07:00:00,69,11.6,0,181.88161
2024-05-04 08:00:00,64,13.65,0,309.3053
2024-05-04 09:00:00,54,15.15,0,436.6947
2024-05-04 10:00:00,46,16.9,0,553.05341
2024-05-04 11:00:00,43,18.45,0,644.36261
2024-05-04 12:00:00,39,20,0,708.34869
2024-05-04 13:00:00,40,19.6,0,724.80627
2024-05-04 14:00:00,38,19.5,0,703.34222
2024-05-04 15:00:00,42,19.5,0,644.74432
2024-05-04 16:00:00,39,19.3,0,551.65918
2024-05-04 17:00:00,40,19.2,0,432.17719
2024-05-04 18:00:00,47,18.25,0,308.65341
2024-05-04 19:00:00,53,16.45,0,80.936172
2024-05-04 20:00:00,56,14.7,0,15.63183
2024-05-04 21:00:00,56,13.45,0,0
2024-05-04 22:00:00,61,12.1,0,0
2024-05-04 23:00:00,66,10.95,0,0
2024-05-05 00:00:00,70,10.45,0,0
2024-05-05 01:00:00,71,9.8500004,0,0
2024-05-05 02:00:00,77,9.0499997,0,0
2024-05-05 03:00:00,70,8.9500003,0,0
2024-05-05 04:00:00,68,9.5499997,0,0
2024-05-05 05:00:00,70,9.0500002,0,0
2024-05-05 06:00:00,72,9.5,0,38.5844
2024-05-05 07:00:00,71,10.2,0,193.11301
2024-05-05 08:00:00,64,11.95,0,318.29919
2024-05-05 09:00:00,61,13.05,0,429.2843
2024-05-05 10:00:00,65,13.75,0,578.28052
2024-05-05 11:00:00,67,13.85,0,654.67712
2024-05-05 12:00:00,70,13.4,0,717.65527
2024-05-05 13:00:00,71,12.8,0,730.96252
2024-05-05 14:00:00,71,12.45,0,708.50409
2024-05-05 15:00:00,71,12.45,0,643.55798
2024-05-05 16:00:00,71,12.6,0,529.47412
2024-05-05 17:00:00,73,12.2,0,427.39441
2024-05-05 18:00:00,77,11.45,0,308.56061
2024-05-05 19:00:00,84,10.2,0,85.798592
2024-05-05 20:00:00,88,9.0499997,0,19.127819
2024-05-05 21:00:00,90,8.4000001,0,0
2024-05-05 22:00:00,93,7.5,0,0
2024-05-05 23:00:00,94,6.6499999,0,0
2024-05-06 00:00:00,95,6.05,0,0
2024-05-06 01:00:00,96,5.5999999,0,0
2024-05-06 02:00:00,96,4.8500001,0,0
2024-05-06 03:00:00,97,4.4499998,0,0
2024-05-06 04:00:00,97,5,0,0
2024-05-06 05:00:00,97,5.5999999,0,0
2024-05-06 06:00:00,97,5.8,0,17.2722
2024-05-06 07:00:00,97,5.8499999,0,51.024109
2024-05-06 08:00:00,97,6.1500001,0,110.1046
2024-05-06 09:00:00,97,6.8000002,0,252.9864
2024-05-06 10:00:00,88,7.8999999,0,502.63501
2024-05-06 11:00:00,78,10.2,0,646.68103
2024-05-06 12:00:00,74,11.7,0,705.69287
2024-05-06 13:00:00,72,12.65,0,723.25439
2024-05-06 14:00:00,67,13.75,0,697.54773
2024-05-06 15:00:00,66,14.3,0,634.48022
2024-05-06 16:00:00,70,13.8,0,542.33038
2024-05-06 17:00:00,75,12.65,0,424.5809
2024-05-06 18:00:00,81,11.05,0,307.92291
2024-05-06 19:00:00,87,9.3500004,0,88.644493
2024-05-06 20:00:00,91,8.0500002,0,24.63076
2024-05-06 21:00:00,94,7.2,0,2.464087
2024-05-06 22:00:00,96,6.9000001,0,0
2024-05-06 23:00:00,97,6.75,0,0
2024-05-07 00:00:00,97,6.8,0,0
2024-05-07 01:00:00,97,6.8,0,0
2024-05-07 02:00:00,98,6.8,0,0
2024-05-07 03:00:00,98,7,0,0
2024-05-07 04:00:00,98,7.1499999,0,0
2024-05-07 05:00:00,98,7.3499999,0,0
2024-05-07 06:00:00,98,7.5999999,0,11.62618
2024-05-07 07:00:00,97,7.8499999,0,13.2914
2024-05-07 08:00:00,97,8.05,0,18.32522
2024-05-07 09:00:00,97,8.3500004,0,29.24395
2024-05-07 10:00:00,96,9,0,87.16571
2024-05-07 11:00:00,93,9.5500002,0,140.5818
2024-05-07 12:00:00,94,9.8499999,0,74.763733
2024-05-07 13:00:00,94,9.8499999,0,69.037727
2024-05-07 14:00:00,94,10.15,0,127.4968
2024-05-07 15:00:00,93,10.35,0,145.60609
2024-05-07 16:00:00,94,10.2,0,68.767143
2024-05-07 17:00:00,95,9.9499998,0,73.91346
2024-05-07 18:00:00,93,10.3,0,69.725052
2024-05-07 19:00:00,93,10,0,53.889309
2024-05-07 20:00:00,95,9,0,9.4215469
2024-05-07 21:00:00,96,8.0500002,0,0
2024-05-07 22:00:00,97,7.6500001,0,0
2024-05-07 23:00:00,97,7.5,0,0
2024-05-08 00:00:00,96,7.2,0,0
2024-05-08 01:00:00,96,6.5999999,0,0
2024-05-08 02:00:00,97,6.2,0,0
2024-05-08 03:00:00,96,6.0999999,0,0
2024-05-08 04:00:00,96,5.95,0,0
2024-05-08 05:00:00,96,5.9000001,0,0
2024-05-08 06:00:00,96,6.2,0,25.63699
2024-05-08 07:00:00,95,6.6000001,0,65.807404
2024-05-08 08:00:00,88,7,0,173.8166
2024-05-08 09:00:00,84,7.8499999,0,220.3847
2024-05-08 10:00:00,83,8.2,0,149.67529
2024-05-08 11:00:00,80,8.6000001,0,268.89569
2024-05-08 12:00:00,75,9.25,0,298.25562
2024-05-08 13:00:00,72,10.3,0,547.41998
2024-05-08 14:00:00,67,11.4,0,597.44672
2024-05-08 15:00:00,66,11.45,0,504.11911
2024-05-08 16:00:00,66,11.25,0,448.73749
2024-05-08 17:00:00,72,10.55,0,284.34052
2024-05-08 18:00:00,75,8.6999998,0,72.25647
2024-05-08 19:00:00,75,7.8499999,0,40.137909
2024-05-08 20:00:00,77,7.4000001,0,27.715099
2024-05-08 21:00:00,83,7.1000001,0,4.4323421
2024-05-08 22:00:00,85,6.95,0,0
2024-05-08 23:00:00,85,6.95,0,0
2024-05-09 00:00:00,80,7.4000001,0,0
2024-05-09 01:00:00,87,7.8,0,0
2024-05-09 02:00:00,90,7.8500001,0,0
2024-05-09 03:00:00,82,8.25,0,0
2024-05-09 04:00:00,91,8.5,0,0
2024-05-09 05:00:00,92,8.3500004,0,0
2024-05-09 06:00:00,94,8.25,0,2.1625581
2024-05-09 07:00:00,92,8.5999999,0,24.48056
2024-05-09 08:00:00,82,9.4500003,0,48.219391
2024-05-09 09:00:00,92,9.8499999,0,68.468483
2024-05-09 10:00:00,90,9.5999999,0,80.274689
2024-05-09 11:00:00,92,10.05,0,103.0932
2024-05-09 12:00:00,93,10,0,100.9753
2024-05-09 13:00:00,94,9.4499998,0,129.3421
2024-05-09 14:00:00,92,8.45,0,74.627777
2024-05-09 15:00:00,91,7.5999999,0,104.1135
2024-05-09 16:00:00,91,7.25,0,102.1373
2024-05-09 17:00:00,92,6.8,0,49.723049
2024-05-09 18:00:00,87,6.6000001,0,62.549561
2024-05-09 19:00:00,89,6.7,0,89.30986
2024-05-09 20:00:00,92,6.2,0,51.868179
2024-05-09 21:00:00,94,5.1000001,0,12.95802
2024-05-09 22:00:00,95,3.9,0,0
2024-05-09 23:00:00,95,3.05,0,0
2024-05-10 00:00:00,96,2.7,0,0
2024-05-10 01:00:00,95,2.4,0,0
2024-05-10 02:00:00,96,2.1,0,0
2024-05-10 03:00:00,96,1.9,0,0
2024-05-10 04:00:00,96,1.65,0,0
2024-05-10 05:00:00,95,1.5,0,5.4173951
2024-05-10 06:00:00,86,2.7499999,0,44.900391
2024-05-10 07:00:00,67,5.0999999,0,223.7467
2024-05-10 08:00:00,65,7,0,315.14569
2024-05-10 09:00:00,59,8.5,0,468.31799
2024-05-10 10:00:00,57,9.6999998,0,459.1987
2024-05-10 11:00:00,57,10.45,0,412.67569
2024-05-10 12:00:00,60,10.5,0,370.42831
2024-05-10 13:00:00,58,10.1,0,377.0939
2024-05-10 14:00:00,62,9.6499996,0,261.3746
2024-05-10 15:00:00,62,9.5499997,0,205.95061
2024-05-10 16:00:00,60,9.75,0,250.0015
2024-05-10 17:00:00,65,9.9000001,0,177.392
2024-05-10 18:00:00,69,9.5499997,0,114.7906
2024-05-10 19:00:00,76,9.25,0,41.317249
2024-05-10 20:00:00,84,8.75,0,13.66107
2024-05-10 21:00:00,87,8.2500002,0,0
2024-05-10 22:00:00,88,7.8,0,0
2024-05-10 23:00:00,91,7.3999999,0,0
2024-05-11 00:00:00,90,7.1499999,0,0
2024-05-11 01:00:00,91,7.3,0,0
2024-05-11 02:00:00,92,7.45,0,0
2024-05-11 03:00:00,90,7.4000001,0,0
2024-05-11 04:00:00,90,7.6500001,0,0
2024-05-11 05:00:00,81,7.95,0,0
2024-05-11 06:00:00,87,8.7000003,0,12.65345
2024-05-11 07:00:00,90,8.5499997,0,11.17606
2024-05-11 08:00:00,86,8.9499998,0,39.77108
2024-05-11 09:00:00,90,9.5999999,0,86.556458
2024-05-11 10:00:00,83,10.5,0,201.24451
2024-05-11 11:00:00,76,12,0,213.0815
2024-05-11 12:00:00,71,12.95,0,204.709
2024-05-11 13:00:00,75,13.6,0,165.39931
2024-05-11 14:00:00,71,13.55,0,133.5473
2024-05-11 15:00:00,70,14.35,0,221.7914
2024-05-11 16:00:00,75,14.25,0,142.7421
2024-05-11 17:00:00,75,14.2,0,109.3975
2024-05-11 18:00:00,74,14.6,0,108.3663
2024-05-11 19:00:00,78,14.7,0,109.131
2024-05-11 20:00:00,79,13.95,0,24.38707
2024-05-11 21:00:00,75,13.1,0,5.676765
2024-05-11 22:00:00,78,12.6,0,0
2024-05-11 23:00:00,81,12,0,0
2024-05-12 00:00:00,82,11.3,0,0
2024-05-12 01:00:00,79,10.85,0,0
2024-05-12 02:00:00,79,10.85,0,0
2024-05-12 03:00:00,75,11.55,0,0
2024-05-12 04:00:00,75,12.1,0,0
2024-05-12 05:00:00,74,12.25,0,1.207106
2024-05-12 06:00:00,68,12.9,0,12.10007
2024-05-12 07:00:00,71,13.6,0,71.178307
2024-05-12 08:00:00,58,14.85,0,183.0177
2024-05-12 09:00:00,61,16.05,0,272.39941
2024-05-12 10:00:00,50,17.55,0,559.95258
2024-05-12 11:00:00,48,19,0,683.20221
2024-05-12 12:00:00,42,20.55,0,733.37378
2024-05-12 13:00:00,43,21.650001,0,714.18597
2024-05-12 14:00:00,41,21.599999,0,649.98828
2024-05-12 15:00:00,48,21.15,0,514.31769
2024-05-12 16:00:00,61,18.85,0,441.29581
2024-05-12 17:00:00,60,18.25,0,323.36569
2024-05-12 18:00:00,69,18.1,0,246.1255
2024-05-12 19:00:00,67,16.900001,0,114.092
2024-05-12 20:00:00,71,16.450001,0,60.320862
